gene.id	cdna.length
FBgn0038984	2299
FBgn0020618	1115
FBgn0000045	1522
FBgn0031944	1083
FBgn0003896	3238
FBgn0032783	1420
FBgn0025702	3760
FBgn0001114	3411
FBgn0032779	2066
FBgn0010602	1288
FBgn0038929	1189
FBgn0004889	3103
FBgn0020496	1588
FBgn0032475	3943
FBgn0024273	2682
FBgn0010313	2991
FBgn0037473	1659
FBgn0037427	3050
FBgn0037922	1284
FBgn0026399	1260
FBgn0000146	2838
FBgn0260745	3091
FBgn0032901	5020
FBgn0052425	1398
FBgn0026562	1164
FBgn0051373	723
FBgn0026371	3368
FBgn0037544	809
FBgn0037899	866
FBgn0039521	615
FBgn0032200	762
FBgn0039066	2716
FBgn0038361	972
FBgn0013269	1308
FBgn0015791	1104
FBgn0037834	1526
FBgn0051064	2683
FBgn0051871	2328
FBgn0038855	1801
FBgn0039204	1485
FBgn0031696	3812
FBgn0037719	1420
FBgn0086783	6668
FBgn0038346	679
FBgn0039088	1933
FBgn0011725	2692
FBgn0004652	2812
FBgn0039480	1512
FBgn0038608	1509
FBgn0086783	6668
FBgn0052460	72
FBgn0038167	2562
FBgn0028381	1733
FBgn0019624	663
FBgn0038133	1070
FBgn0032744	1438
FBgn0243486	3776
FBgn0032147	2049
FBgn0032340	4707
FBgn0000454	1941
FBgn0038057	1645
FBgn0002932	3751
FBgn0032189	1262
FBgn0002734	1013
FBgn0038200	714
FBgn0028534	917
FBgn0027492	3304
FBgn0031936	2027
FBgn0038760	2717
FBgn0031286	1533
FBgn0038941	1177
FBgn0037933	1107
FBgn0038078	620
FBgn0038366	2432
FBgn0036991	1849
FBgn0032797	6101
FBgn0032911	2598
FBgn0037339	3068
FBgn0039111	882
FBgn0052451	3711
FBgn0250843	1025
FBgn0039260	3306
FBgn0038250	1175
FBgn0005672	1662
FBgn0032816	930
FBgn0051716	3559
FBgn0039635	991
FBgn0037324	1932
FBgn0028896	665
FBgn0038118	4337
FBgn0010803	2709
FBgn0032703	852
FBgn0024887	1451
FBgn0038866	1287
FBgn0038593	2918
FBgn0051053	820
FBgn0015541	4808
FBgn0051710	718
FBgn0032485	3194
FBgn0002121	5226
FBgn0037486	1593
FBgn0026563	3425
FBgn0039450	1519
FBgn0032292	947
FBgn0038012	1692
FBgn0038818	3630
FBgn0038980	2256
FBgn0039188	1801
FBgn0053202	3521
FBgn0037749	953
FBgn0038326	1683
FBgn0027866	4078
FBgn0038931	1335
FBgn0032193	791
FBgn0039584	1939
FBgn0031997	1559
FBgn0037994	2232
FBgn0053302	1227
FBgn0028882	72
FBgn0015803	3334
FBgn0039475	1082
FBgn0051344	1552
FBgn0039667	2239
FBgn0032884	1101
FBgn0032503	1220
FBgn0051251	1056
FBgn0039217	2403
FBgn0014879	1186
FBgn0027515	2239
FBgn0037039	866
FBgn0032215	787
FBgn0016977	17878
FBgn0028690	1901
FBgn0031253	521
FBgn0032447	1689
FBgn0026059	6686
FBgn0259785	4129
FBgn0004898	825
FBgn0039625	1349
FBgn0051228	72
FBgn0250753	1647
FBgn0031909	1184
FBgn0015623	2132
FBgn0037915	2783
FBgn0001077	1758
FBgn0038718	1716
FBgn0028487	2472
FBgn0037918	4334
FBgn0028538	5799
FBgn0037697	1358
FBgn0032588	581
FBgn0032242	2513
FBgn0086445	1819
FBgn0032595	529
FBgn0016920	6133
FBgn0038733	1784
FBgn0031950	2354
FBgn0032006	5273
FBgn0039232	1533
FBgn0001180	3002
FBgn0039641	1216
FBgn0031263	854
FBgn0038277	899
FBgn0025574	1867
FBgn0250746	1215
FBgn0039031	621
FBgn0037781	1242
FBgn0037621	1515
FBgn0019686	2176
FBgn0039348	2206
FBgn0038741	1410
FBgn0025680	1859
FBgn0037688	1504
FBgn0019972	1933
FBgn0031302	985
FBgn0040299	6443
FBgn0015546	3162
FBgn0039068	985
FBgn0032054	1653
FBgn0038189	1101
FBgn0003495	1688
FBgn0038619	870
FBgn0037109	4972
FBgn0032773	2024
FBgn0013433	2814
FBgn0038242	525
FBgn0038856	2616
FBgn0040998	969
FBgn0004876	5749
FBgn0032262	2269
FBgn0037512	1523
FBgn0001234	1902
FBgn0003607	1003
FBgn0038659	3739
FBgn0003944	4702
FBgn0261020	1333
FBgn0031251	4419
FBgn0002781	2281
FBgn0053092	2357
FBgn0039676	1764
FBgn0024689	2476
FBgn0038720	2954
FBgn0037384	1642
FBgn0011202	4740
FBgn0031299	3194
FBgn0063392	81
FBgn0037708	1633
FBgn0038607	2041
FBgn0037565	5440
FBgn0032430	1811
FBgn0003117	2942
FBgn0038945	765
FBgn0051544	792
FBgn0040493	1949
FBgn0031282	1010
FBgn0037717	3088
FBgn0037739	1307
FBgn0036974	2005
FBgn0038043	777
FBgn0028542	1475
FBgn0019809	2920
FBgn0001942	1696
FBgn0038981	1924
FBgn0042693	1823
FBgn0051547	3297
FBgn0038870	3407
FBgn0005649	3154
FBgn0038211	1713
FBgn0038416	1652
FBgn0032486	1414
FBgn0023407	5743
FBgn0051480	72
FBgn0039508	3562
FBgn0031711	1671
FBgn0039099	715
FBgn0022359	1346
FBgn0037478	1006
FBgn0032515	2021
FBgn0037862	2569
FBgn0031266	4158
FBgn0027453	1976
FBgn0038837	3610
FBgn0086909	1838
FBgn0037963	6664
FBgn0032511	728
FBgn0039679	1536
FBgn0051230	416
FBgn0037685	1179
FBgn0031720	953
FBgn0038540	700
FBgn0010348	1491
FBgn0028670	2997
FBgn0032731	1627
FBgn0051333	72
FBgn0038826	2607
FBgn0039538	976
FBgn0000250	2269
FBgn0002781	2195
FBgn0032195	1704
FBgn0032080	2037
FBgn0038122	795
FBgn0037679	1687
FBgn0051804	856
FBgn0011638	1547
FBgn0032381	1814
FBgn0052830	1251
FBgn0037276	3093
FBgn0037204	949
FBgn0045468	1146
FBgn0001185	2045
FBgn0032651	1701
FBgn0020503	5999
FBgn0032210	2019
FBgn0086686	4225
FBgn0038098	2913
FBgn0038294	1345
FBgn0038295	2873
FBgn0015622	2650
FBgn0037574	1595
FBgn0015229	1835
FBgn0038092	1826
FBgn0014366	1858
FBgn0037831	2933
FBgn0037120	2725
FBgn0026257	1737
FBgn0004190	107
FBgn0038947	1569
FBgn0053169	633
FBgn0039481	1056
FBgn0041621	1158
FBgn0043012	753
FBgn0086361	1687
FBgn0038395	954
FBgn0039198	854
FBgn0038488	2810
FBgn0038450	1712
FBgn0086371	1154
FBgn0038827	4599
FBgn0032748	4506
FBgn0032899	677
FBgn0032856	2509
FBgn0032397	2255
FBgn0040553	440
FBgn0037737	1182
FBgn0037115	2110
FBgn0040252	1773
FBgn0038516	1197
FBgn0038568	771
FBgn0027526	1200
FBgn0032512	2315
FBgn0026373	968
FBgn0037715	1145
FBgn0051888	72
FBgn0037504	907
FBgn0037016	2552
FBgn0039303	1813
FBgn0039160	1363
FBgn0040994	399
FBgn0039261	2693
FBgn0023090	4713
FBgn0019932	661
FBgn0051626	1374
FBgn0038150	1317
FBgn0028662	1369
FBgn0038704	2597
FBgn0004554	593
FBgn0045495	1542
FBgn0038344	6878
FBgn0051453	1455
FBgn0037206	1689
FBgn0037379	3293
FBgn0011829	4947
FBgn0001219	2352
FBgn0261436	1604
FBgn0045442	1467
FBgn0032035	521
FBgn0032053	624
FBgn0031878	2019
FBgn0037677	798
FBgn0032465	1212
FBgn0037310	785
FBgn0039223	2045
FBgn0037950	1661
FBgn0037556	2848
FBgn0038013	1177
FBgn0011703	2628
FBgn0037369	1627
FBgn0000552	623
FBgn0031907	1132
FBgn0032398	1893
FBgn0020258	2460
FBgn0051935	2805
FBgn0039155	1993
FBgn0004782	835
FBgn0038427	3589
FBgn0028897	1101
FBgn0031986	1404
FBgn0004054	942
FBgn0037415	825
FBgn0038811	1462
FBgn0031878	2110
FBgn0039316	1415
FBgn0039467	2349
FBgn0003169	2709
FBgn0001987	3787
FBgn0028394	1153
FBgn0038649	1921
FBgn0000206	3013
FBgn0025697	1896
FBgn0031702	2616
FBgn0037387	1846
FBgn0051576	73
FBgn0024352	2000
FBgn0040949	294
FBgn0260463	2784
FBgn0032666	3100
FBgn0014001	3171
FBgn0031968	1256
FBgn0038506	1222
FBgn0039120	6647
FBgn0000317	7227
FBgn0023091	1607
FBgn0011725	2704
FBgn0000114	2683
FBgn0039593	1182
FBgn0040623	463
FBgn0041780	1494
FBgn0031227	1715
FBgn0027865	2722
FBgn0027574	2311
FBgn0031820	5700
FBgn0013576	3723
FBgn0032145	324
FBgn0004359	2449
FBgn0032845	1527
FBgn0023178	680
FBgn0032836	1026
FBgn0027579	2903
FBgn0086361	1694
FBgn0031781	706
FBgn0039010	2920
FBgn0045495	1586
FBgn0017590	4037
FBgn0037167	998
FBgn0031874	1836
FBgn0037312	904
FBgn0051072	3469
FBgn0051038	4240
FBgn0040284	1388
FBgn0037085	1164
FBgn0032785	1536
FBgn0032429	684
FBgn0004587	1654
FBgn0017551	1553
FBgn0011305	1157
FBgn0032827	1941
FBgn0039055	3493
FBgn0039612	2228
FBgn0052459	1376
FBgn0028878	1764
FBgn0001139	3028
FBgn0260399	3097
FBgn0028663	715
FBgn0010348	1580
FBgn0031220	4228
FBgn0261437	664
FBgn0037094	3304
FBgn0001169	5999
FBgn0002543	6202
FBgn0038325	2669
FBgn0003209	3220
FBgn0051088	551
FBgn0261241	2740
FBgn0037498	1380
FBgn0051038	3374
FBgn0028420	5268
FBgn0032656	3414
FBgn0032030	1069
FBgn0003495	1985
FBgn0032061	1806
FBgn0032397	2121
FBgn0037960	1946
FBgn0037117	2882
FBgn0010612	493
FBgn0037295	3061
FBgn0037632	1977
FBgn0032796	5299
FBgn0037847	1118
FBgn0036992	1512
FBgn0027949	1360
FBgn0002044	4120
FBgn0023179	3992
FBgn0039357	1082
FBgn0037144	2165
FBgn0051908	1871
FBgn0003495	2066
FBgn0032940	4232
FBgn0053107	1161
FBgn0051441	1219
FBgn0032467	4647
FBgn0051163	5049
FBgn0028717	3293
FBgn0038029	1028
FBgn0029503	1243
FBgn0039585	1361
FBgn0014127	2578
FBgn0011864	71
FBgn0003261	2856
FBgn0002673	2375
FBgn0031692	645
FBgn0022213	3242
FBgn0027570	2761
FBgn0020496	1592
FBgn0008651	1845
FBgn0039543	2413
FBgn0028847	1359
FBgn0032402	2481
FBgn0021906	938
FBgn0000064	1530
FBgn0032593	3972
FBgn0001084	1880
FBgn0043457	1517
FBgn0086370	1929
FBgn0037218	4305
FBgn0000454	2035
FBgn0261065	2166
FBgn0019890	4167
FBgn0004419	1600
FBgn0038486	2028
FBgn0031844	1430
FBgn0051176	2516
FBgn0037358	1158
FBgn0020367	2445
FBgn0051704	322
FBgn0046685	2900
FBgn0025595	2028
FBgn0027103	2378
FBgn0038938	3022
FBgn0039338	4806
FBgn0038243	1137
FBgn0037539	1817
FBgn0039543	2357
FBgn0032754	1753
FBgn0037354	1017
FBgn0031277	455
FBgn0032181	1212
FBgn0010051	8965
FBgn0037011	929
FBgn0000636	2953
FBgn0003495	1847
FBgn0038051	1326
FBgn0038054	733
FBgn0032122	1134
FBgn0031829	1233
FBgn0031842	4637
FBgn0039350	1767
FBgn0001089	2309
FBgn0003165	7103
FBgn0015770	3262
FBgn0020399	1287
FBgn0031722	1477
FBgn0038419	1747
FBgn0028852	1560
FBgn0028944	789
FBgn0004237	2089
FBgn0042103	1485
FBgn0086902	8225
FBgn0037897	7465
FBgn0037284	449
FBgn0031885	4248
FBgn0002121	5078
FBgn0038414	1458
FBgn0032214	1010
FBgn0031859	905
FBgn0028864	1483
FBgn0039125	1974
FBgn0002031	1311
FBgn0038258	3033
FBgn0027841	1674
FBgn0038645	958
FBgn0051232	1241
FBgn0038473	2007
FBgn0002022	1846
FBgn0039109	1686
FBgn0038763	1999
FBgn0037657	2220
FBgn0041182	4535
FBgn0028475	3145
FBgn0053113	1506
FBgn0037178	494
FBgn0032377	1593
FBgn0039070	1959
FBgn0037766	2762
FBgn0037279	1853
FBgn0037092	1945
FBgn0037019	1440
FBgn0041244	1146
FBgn0028870	1158
FBgn0037151	701
FBgn0037726	14160
FBgn0027081	2485
FBgn0020510	2379
FBgn0038320	4631
FBgn0010433	1483
FBgn0012037	2006
FBgn0037388	958
FBgn0031732	1995
FBgn0028507	1577
FBgn0004865	3831
FBgn0039240	3917
FBgn0011474	3367
FBgn0037513	1358
FBgn0051913	863
FBgn0011205	1908
FBgn0038547	2019
FBgn0031652	1424
FBgn0260749	3609
FBgn0250837	804
FBgn0043799	1676
FBgn0051118	976
FBgn0010812	3232
FBgn0028909	72
FBgn0000015	3549
FBgn0000183	4189
FBgn0039140	2928
FBgn0051200	915
FBgn0031878	2043
FBgn0038978	558
FBgn0031769	2004
FBgn0038548	1584
FBgn0037065	1434
FBgn0037772	1923
FBgn0024290	2733
FBgn0031805	2312
FBgn0039056	2553
FBgn0038350	3771
FBgn0032204	1744
FBgn0038849	926
FBgn0038355	1171
FBgn0032087	625
FBgn0038326	1680
FBgn0037506	1426
FBgn0011474	3489
FBgn0001301	6157
FBgn0032116	3300
FBgn0001112	2897
FBgn0260642	4652
FBgn0038662	1075
FBgn0045843	2014
FBgn0003600	2404
FBgn0038172	1669
FBgn0032170	2331
FBgn0260745	2890
FBgn0000015	3250
FBgn0037070	1659
FBgn0052451	3657
FBgn0032236	787
FBgn0039209	3675
FBgn0040208	2572
FBgn0032901	4917
FBgn0039141	3598
FBgn0063261	655
FBgn0039644	5029
FBgn0051140	5330
FBgn0010607	1017
FBgn0038246	2379
FBgn0031267	1200
FBgn0038638	2402
FBgn0028943	488
FBgn0000659	3280
FBgn0037291	2000
FBgn0037561	1948
FBgn0039430	2890
FBgn0038762	3918
FBgn0032031	1211
FBgn0028370	4361
FBgn0002781	1660
FBgn0031914	1448
FBgn0038993	1183
FBgn0032275	3372
FBgn0037323	1281
FBgn0000036	3469
FBgn0038294	2110
FBgn0032294	1065
FBgn0039596	2528
FBgn0086783	6668
FBgn0038359	1288
FBgn0032026	4503
FBgn0038853	5338
FBgn0037240	4739
FBgn0015239	2257
FBgn0038007	1479
FBgn0039020	1057
FBgn0027586	1044
FBgn0032280	312
FBgn0038088	884
FBgn0260452	657
FBgn0038318	2433
FBgn0004652	2868
FBgn0038356	450
FBgn0003732	5007
FBgn0032725	479
FBgn0024248	3215
FBgn0019947	2048
FBgn0243586	1026
FBgn0020299	3722
FBgn0051530	3530
FBgn0037003	1665
FBgn0032343	2310
FBgn0039600	3560
FBgn0011845	72
FBgn0037613	609
FBgn0038262	2054
FBgn0028506	1536
FBgn0037482	2402
FBgn0039633	9289
FBgn0001259	3060
FBgn0000046	1643
FBgn0038251	1545
FBgn0028872	2036
FBgn0032003	928
FBgn0037245	2728
FBgn0011591	1964
FBgn0038865	1856
FBgn0028912	72
FBgn0260642	4111
FBgn0000251	2511
FBgn0051296	880
FBgn0004394	3629
FBgn0038476	2242
FBgn0038797	1393
FBgn0001235	4198
FBgn0026056	2501
FBgn0000071	1540
FBgn0039217	2517
FBgn0002932	3987
FBgn0053127	991
FBgn0019686	2183
FBgn0038009	411
FBgn0011290	1071
FBgn0015609	10412
FBgn0028433	1021
FBgn0053093	1055
FBgn0038529	633
FBgn0086783	6668
FBgn0010583	3592
FBgn0037530	3072
FBgn0037758	3205
FBgn0087021	965
FBgn0000246	2622
FBgn0028692	3390
FBgn0051680	502
FBgn0037644	1880
FBgn0032494	925
FBgn0004889	3125
FBgn0039147	968
FBgn0038084	1830
FBgn0001978	4144
FBgn0003308	4334
FBgn0000723	2837
FBgn0086707	4270
FBgn0037481	939
FBgn0052473	3633
FBgn0038773	2031
FBgn0031728	2029
FBgn0039668	3554
FBgn0000015	3703
FBgn0037234	2540
FBgn0010042	736
FBgn0000250	1961
FBgn0032613	2123
FBgn0000039	2379
FBgn0261258	3961
FBgn0037255	2171
FBgn0044323	3274
FBgn0015610	1837
FBgn0037412	1516
FBgn0051052	2164
FBgn0260990	3837
FBgn0038145	1868
FBgn0037099	2434
FBgn0032451	1462
FBgn0000147	1573
FBgn0002524	3008
FBgn0003983	455
FBgn0259998	1048
FBgn0002525	3127
FBgn0031298	2074
FBgn0037713	1028
FBgn0003270	1154
FBgn0001202	2320
FBgn0032644	1034
FBgn0004103	2203
FBgn0038737	984
FBgn0003310	3999
FBgn0032233	2363
FBgn0038753	2062
FBgn0032586	2232
FBgn0037387	1761
FBgn0026315	1781
FBgn0037940	576
FBgn0037652	1179
FBgn0031250	1923
FBgn0039265	1122
FBgn0010877	3291
FBgn0038771	1031
FBgn0039437	1073
FBgn0038829	1567
FBgn0051780	1483
FBgn0051852	1336
FBgn0038975	6261
FBgn0032472	409
FBgn0031673	1518
FBgn0004583	6646
FBgn0032473	2364
FBgn0010399	4186
FBgn0032219	1417
FBgn0032724	1908
FBgn0028527	2029
FBgn0000228	4062
FBgn0086687	1956
FBgn0003676	1992
FBgn0038769	2175
FBgn0001169	5914
FBgn0041229	1450
FBgn0039050	1520
FBgn0053113	1425
FBgn0020756	6791
FBgn0031213	1840
FBgn0029095	2922
FBgn0016076	3058
FBgn0037998	2926
FBgn0032873	2244
FBgn0004797	2039
FBgn0001961	1673
FBgn0086689	1774
FBgn0003275	570
FBgn0003890	1879
FBgn0032437	1206
FBgn0027492	3367
FBgn0011785	7225
FBgn0039161	1154
FBgn0039300	729
FBgn0053303	1549
FBgn0004587	3056
FBgn0032535	1836
FBgn0051591	73
FBgn0037022	1599
FBgn0032224	1412
FBgn0032482	1458
FBgn0051914	72
FBgn0032040	855
FBgn0039529	1505
FBgn0022023	1611
FBgn0038047	1601
FBgn0029170	1618
FBgn0027655	11579
FBgn0000412	1811
FBgn0014135	3632
FBgn0031918	1084
FBgn0031929	1354
FBgn0028997	1390
FBgn0053189	677
FBgn0041195	3245
FBgn0031662	1240
FBgn0039486	1130
FBgn0051583	74
FBgn0038394	1022
FBgn0038957	1251
FBgn0042693	3549
FBgn0014001	3066
FBgn0016920	5760
FBgn0052445	1352
FBgn0027657	1055
FBgn0038429	1511
FBgn0051462	3159
FBgn0032849	754
FBgn0003961	1262
FBgn0031312	1255
FBgn0037050	1735
FBgn0037503	1240
FBgn0032131	1967
FBgn0015513	7350
FBgn0031886	1286
FBgn0038453	1288
FBgn0032162	1005
FBgn0022720	2980
FBgn0051445	3033
FBgn0039454	968
FBgn0036973	1863
FBgn0031759	5831
FBgn0051075	1634
FBgn0039109	1391
FBgn0051870	487
FBgn0039086	1758
FBgn0038804	1582
FBgn0259896	2040
FBgn0002781	1749
FBgn0051674	1276
FBgn0039124	1639
FBgn0016054	2159
FBgn0038826	3146
FBgn0032036	2611
FBgn0038629	3806
FBgn0039089	2827
FBgn0086907	870
FBgn0004652	3425
FBgn0032751	523
FBgn0038725	3575
FBgn0038695	2108
FBgn0032507	1153
FBgn0031261	1513
FBgn0002781	1906
FBgn0000153	2095
FBgn0015772	5173
FBgn0038838	529
FBgn0037339	2565
FBgn0011584	2040
FBgn0037106	1392
FBgn0032524	1339
FBgn0037191	809
FBgn0032084	1539
FBgn0038613	2734
FBgn0259750	4837
FBgn0038296	4431
FBgn0032812	1759
FBgn0039290	3163
FBgn0051092	3912
FBgn0038690	1278
FBgn0051363	1578
FBgn0037174	1557
FBgn0037541	7042
FBgn0031735	1344
FBgn0052856	563
FBgn0031786	584
FBgn0015230	1713
FBgn0038293	3132
FBgn0053520	2427
FBgn0037993	3490
FBgn0038709	1413
FBgn0004188	107
FBgn0031765	1809
FBgn0037140	2085
FBgn0032763	1839
FBgn0025881	113
FBgn0053129	1546
FBgn0051199	1013
FBgn0032643	2250
FBgn0038422	2597
FBgn0016054	2104
FBgn0004171	1066
FBgn0031715	732
FBgn0032509	818
FBgn0086856	849
FBgn0026439	2815
FBgn0052447	2972
FBgn0037069	516
FBgn0039430	2805
FBgn0051454	1368
FBgn0039179	1486
FBgn0015011	1777
FBgn0037186	1871
FBgn0026164	73
FBgn0022344	920
FBgn0032213	1407
FBgn0003482	1024
FBgn0039126	1091
FBgn0031224	919
FBgn0039228	941
FBgn0053208	14389
FBgn0039690	1270
FBgn0038181	4012
FBgn0038306	1771
FBgn0037988	1600
FBgn0000075	1789
FBgn0027873	2401
FBgn0039638	2153
FBgn0038324	2700
FBgn0011207	2059
FBgn0028939	2482
FBgn0041188	4323
FBgn0038916	832
FBgn0002431	9073
FBgn0053116	2520
FBgn0027951	4175
FBgn0086679	2823
FBgn0028400	3107
FBgn0038575	1557
FBgn0031998	2656
FBgn0026141	611
FBgn0037808	14793
FBgn0031865	2524
FBgn0042127	1308
FBgn0051882	834
FBgn0037074	4646
FBgn0003165	6674
FBgn0003889	1841
FBgn0008646	2122
FBgn0024841	727
FBgn0016691	862
FBgn0037515	1847
FBgn0038436	2525
FBgn0032633	4461
FBgn0037261	1946
FBgn0031758	1086
FBgn0038208	3351
FBgn0020249	1327
FBgn0051787	840
FBgn0032315	306
FBgn0002622	903
FBgn0260479	3562
FBgn0032197	2129
FBgn0000447	1826
FBgn0039186	2613
FBgn0027575	3973
FBgn0015129	4800
FBgn0032783	1339
FBgn0051561	837
FBgn0038681	1692
FBgn0042174	2514
FBgn0051523	2888
FBgn0032230	1180
FBgn0044810	603
FBgn0011481	3155
FBgn0025683	2774
FBgn0027584	1751
FBgn0051717	790
FBgn0039451	3551
FBgn0039520	1919
FBgn0039064	6582
FBgn0001255	2236
FBgn0037231	1117
FBgn0037880	1407
FBgn0022936	1161
FBgn0028691	1338
FBgn0028394	1865
FBgn0037720	4100
FBgn0260942	1580
FBgn0032677	2358
FBgn0039209	4736
FBgn0038244	4377
FBgn0032772	1293
FBgn0051638	3149
FBgn0037165	997
FBgn0037730	1820
FBgn0086711	2207
FBgn0038143	2572
FBgn0041191	1250
FBgn0039360	1358
FBgn0051501	1004
FBgn0031907	1426
FBgn0039483	1108
FBgn0038542	4514
FBgn0051816	509
FBgn0037327	4636
FBgn0013279	2386
FBgn0003450	1403
FBgn0010497	2425
FBgn0001219	2359
FBgn0031866	4778
FBgn0032812	1653
FBgn0028691	1450
FBgn0052832	482
FBgn0260463	2976
FBgn0028992	1282
FBgn0015609	12976
FBgn0031808	2156
FBgn0014143	2522
FBgn0040588	693
FBgn0000247	6602
FBgn0039084	2368
FBgn0031836	2056
FBgn0032753	1341
FBgn0032551	1050
FBgn0039385	1530
FBgn0037792	2931
FBgn0037721	840
FBgn0038163	2413
FBgn0026565	1409
FBgn0052983	810
FBgn0023097	5791
FBgn0051146	6004
FBgn0051291	3538
FBgn0032483	1042
FBgn0038425	940
FBgn0032822	599
FBgn0038819	1853
FBgn0031776	595
FBgn0039029	1065
FBgn0003867	1373
FBgn0039254	1287
FBgn0051810	1136
FBgn0051782	3708
FBgn0041100	1604
FBgn0038641	3793
FBgn0039436	1030
FBgn0051281	1093
FBgn0037515	1313
FBgn0039620	2274
FBgn0086251	3295
FBgn0011291	819
FBgn0026718	1335
FBgn0032013	1653
FBgn0039559	4585
FBgn0038198	827
FBgn0038603	3665
FBgn0038167	2541
FBgn0037636	4932
FBgn0044811	458
FBgn0045866	813
FBgn0003330	1564
FBgn0031733	1591
FBgn0003567	3506
FBgn0032843	2018
FBgn0039255	1584
FBgn0260745	2912
FBgn0051659	626
FBgn0039560	3950
FBgn0260642	3490
FBgn0040297	4757
FBgn0004175	427
FBgn0038220	1956
FBgn0038143	2181
FBgn0038490	983
FBgn0032448	898
FBgn0032820	1136
FBgn0037282	2653
FBgn0032746	700
FBgn0012002	73
FBgn0053129	2889
FBgn0032243	3829
FBgn0051624	827
FBgn0051523	2469
FBgn0037911	2016
FBgn0038964	1746
FBgn0031690	1768
FBgn0038160	494
FBgn0004914	2656
FBgn0051604	72
FBgn0039395	1358
FBgn0037375	2301
FBgn0037440	2380
FBgn0031320	1668
FBgn0025865	2439
FBgn0038499	2970
FBgn0020294	4724
FBgn0039500	816
FBgn0086372	4306
FBgn0004187	164
FBgn0039163	1166
FBgn0037807	2127
FBgn0032668	1282
FBgn0032946	1652
FBgn0039172	725
FBgn0045842	2553
FBgn0038342	881
FBgn0032068	3066
FBgn0032330	4441
FBgn0039306	1751
FBgn0038550	1054
FBgn0011638	1480
FBgn0031757	1165
FBgn0015808	1927
FBgn0037547	2018
FBgn0011230	16183
FBgn0000308	1513
FBgn0031343	1565
FBgn0046704	4679
FBgn0010926	2934
FBgn0037024	1011
FBgn0038475	2923
FBgn0037906	1097
FBgn0028645	2600
FBgn0032666	3429
FBgn0016978	1833
FBgn0052473	3002
FBgn0024958	2898
FBgn0031872	3252
FBgn0038947	1520
FBgn0032400	755
FBgn0032172	2756
FBgn0002719	2767
FBgn0025697	2224
FBgn0037743	2525
FBgn0037365	1462
FBgn0037179	560
FBgn0039601	2171
FBgn0260005	3648
FBgn0032624	1447
FBgn0032799	789
FBgn0032940	3626
FBgn0027565	1508
FBgn0044323	2844
FBgn0039637	3165
FBgn0037572	875
FBgn0032123	5334
FBgn0038536	1025
FBgn0038731	1705
FBgn0031792	874
FBgn0038675	818
FBgn0086347	4449
FBgn0039591	2273
FBgn0038523	554
FBgn0031659	1984
FBgn0031764	928
FBgn0037617	1218
FBgn0020556	1258
FBgn0039117	4280
FBgn0053092	2354
FBgn0037679	2116
FBgn0031816	1751
FBgn0038586	999
FBgn0004779	754
FBgn0037087	723
FBgn0011205	1866
FBgn0260642	4902
FBgn0031281	2417
FBgn0032629	1727
FBgn0038373	1799
FBgn0037910	725
FBgn0039469	1392
FBgn0037491	1412
FBgn0028538	5672
FBgn0025803	3612
FBgn0261534	653
FBgn0039381	2100
FBgn0024558	1132
FBgn0031979	646
FBgn0038341	6968
FBgn0037462	903
FBgn0025686	1668
FBgn0037409	2630
FBgn0028940	1769
FBgn0039346	514
FBgn0051148	1757
FBgn0015320	1350
FBgn0002906	5285
FBgn0037778	1510
FBgn0037304	1797
FBgn0261113	2983
FBgn0038281	785
FBgn0051356	72
FBgn0039342	659
FBgn0051813	654
FBgn0017456	637
FBgn0000100	1261
FBgn0037447	2606
FBgn0013576	5238
FBgn0031219	1124
FBgn0024963	2288
FBgn0040097	779
FBgn0037818	1297
FBgn0040532	434
FBgn0001320	2085
FBgn0039214	8876
FBgn0000047	1572
FBgn0052452	1921
FBgn0005664	1874
FBgn0039246	1933
FBgn0003046	721
FBgn0011232	3560
FBgn0028684	1625
FBgn0005649	3118
FBgn0261113	1740
FBgn0037643	1777
FBgn0015400	4968
FBgn0037008	1097
FBgn0003231	2417
FBgn0037059	1732
FBgn0038396	972
FBgn0039719	927
FBgn0051380	1335
FBgn0038478	3615
FBgn0010607	1050
FBgn0031264	2446
FBgn0016700	1853
FBgn0087005	960
FBgn0032370	680
FBgn0032901	5064
FBgn0032170	2232
FBgn0032791	1133
FBgn0032313	1062
FBgn0037023	1140
FBgn0032130	2254
FBgn0002772	904
FBgn0037616	1617
FBgn0037442	3198
FBgn0013981	631
FBgn0039153	1785
FBgn0038803	2843
FBgn0038658	648
FBgn0032191	2205
FBgn0039017	1684
FBgn0005677	5283
FBgn0039511	1198
FBgn0037406	927
FBgn0038275	905
FBgn0032435	2747
FBgn0039629	1118
FBgn0013334	4990
FBgn0038783	816
FBgn0040994	411
FBgn0032582	615
FBgn0020415	1428
FBgn0037751	2652
FBgn0014076	437
FBgn0039419	3078
FBgn0010225	2908
FBgn0053208	8514
FBgn0038956	1104
FBgn0038052	1328
FBgn0001986	3600
FBgn0037297	1622
FBgn0038750	1917
FBgn0052945	706
FBgn0032693	1633
FBgn0037341	1333
FBgn0037824	487
FBgn0028526	1194
FBgn0039044	1870
FBgn0004862	1446
FBgn0051497	74
FBgn0051661	1182
FBgn0037399	1194
FBgn0038893	1208
FBgn0067407	210
FBgn0051055	2012
FBgn0004811	1868
FBgn0031859	1124
FBgn0051038	3311
FBgn0051579	73
FBgn0087012	3717
FBgn0004117	1960
